IDENTIFIER,SERIAL,NODE,NODEALIAS,MANAGER,AGENT,ALERTGROUP,ALERTKEY,SEVERITY,SUMMARY,STATECHANGE,FIRSTOCCURRENCE,LASTOCCURRENCE,LASTMODIFIED,POLL,TYPE,TALLY,CLASS,GRADE,LOCATION,OWNERUID,OWNERGID,ACKNOWLEDGED,FLASH,EVENTID,EXPIRETIME,PROCESSREQ,SUPPRESSESCL,CUSTOMER,SERVICE,TASKLIST,SERVERNAME,SERVERSERIAL,ORIGINALSEVERITY,COMPONENT,COMPONENTTYPE,CUSTOMERCODE,HWTYPE,IBMMANAGED,INSTANCESITUATION,OSTYPE,RESOURCEID,RESOURCETYPE,RESOURCEUSAGE,SUBCOMPONENT,SUPPORTORG,TICKETGROUP,ZHNOTIFYGROUP,ZPROCESSSTATE,ZTICKETSEVERITY,ACKEDBY,CLEAREDBY,OPERATORMESSAGE,DELETEDAT,TICKETNUMBER,INSTANCEID,ZHNOTIFYSTATE,ZBNOTIFYSTATE,ZGENERICACTIONSTATE,ZGENERICACTIONRESULTS,ZTICKETSTATE,CONSOLE,ZDCONSOLETYPE,D_CLIENT_ID,DURATION,GACDW_UID,CHIP_ID,UID,HOSTNAME,FQHN,IP_ADDRESS,AMTICKET,LASTMODIFIEDTIME,TOOL_SOURCE,TOOL_CUSTOMERCODE,FIRSTOCCURRENCE_UTC,LASTOCCURRENCE_UTC,DURATION
ccc_tra_xuxw_std:ccc_pgvix100:KUX::ITM_System                                                                                                                                                                                                                  ,52-193-375,ccc_pgvix100,161.162.242.18,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_System,ccc_tra_xuxw_std,0,System is thrashing.  PageIn: 1141  PageOut: 844,2016-06-15-11.17.57.000000,2016-06-15-11.15.57.000000,2016-06-15-11.15.57.000000,2016-06-15-11.17.57.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-375,2,UNIX,OperatingSystem,ccc,,0,15 Minute Average PageIn/PageOut,,pgvix100.scaletccs.com,0,,Performance,,,,12,0,,ClearingEvent,,2016-06-15-11.38.37.000000,,Paging,0,0,0,,0,,Master,299,0,,,22-794-994,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465960557,1465960557,0
ccc_dsp_3ntc_std:ccc_rocsapgui01:NT:C::ITM_NT_Logical_Disk                                                                                                                                                                                                     ,52-193-583,ccc_rocsapgui01,161.162.242.33,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Logical_Disk,ccc_dsp_3ntc_std,0,High space used (95%) for C:,2016-06-15-11.39.59.000000,2016-06-15-11.36.59.000000,2016-06-15-11.36.59.000000,2016-06-15-11.39.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-583,4,Windows,ComputerSystem,ccc,,0,Percent space used,,,0,,FileSystem,,,,12,0,,ClearingEvent,,2016-06-15-12.00.38.000000,,C:,0,0,0,,0,,Master,299,0,,,22-793-245,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465961819,1465961819,0
ccc_prccpu_3ntw_std:dgctrxw4404:NT::ITM_NT_Process                                                                                                                                                                                                             ,52-193-605,ccc_dgctrxw4404,10.98.32.142,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (73%) System,2016-06-15-11.53.22.000000,2016-06-15-11.38.22.000000,2016-06-15-11.38.22.000000,2016-06-15-11.53.22.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-605,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,dgctrxw4404.scaletccs.com,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-12.14.38.000000,,System,0,0,0,,0,,Master,299,0,,,22-798-562,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465961902,1465961902,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-193-656,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (76%) WmiPrvSE,2016-06-15-11.48.56.000000,2016-06-15-11.43.56.000000,2016-06-15-11.43.56.000000,2016-06-15-11.48.56.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-656,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-12.09.38.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-796-758,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465962236,1465962236,0
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-193-831,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk118_Path2:39,2016-06-15-13.47.59.000000,2016-06-15-12.00.59.000000,2016-06-15-13.46.59.000000,2016-06-15-13.47.59.000000,0,20,8,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-831,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-14.08.39.000000,,hdisk118_Path2,0,0,0,,0,,Master,299,0,,,22-796-776,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465963259,1465969619,6360
ccc_prccpu_3nt3_std:dgctrxw4404:NT::ITM_NT_Process                                                                                                                                                                                                             ,52-193-856,ccc_dgctrxw4404,10.98.32.142,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3nt3_std,0,Process using high cpu (83%) System,2016-06-15-12.28.22.000000,2016-06-15-12.03.22.000000,2016-06-15-12.03.22.000000,2016-06-15-12.28.22.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-193-856,3,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,dgctrxw4404.scaletccs.com,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-12.49.38.000000,,System,0,0,0,,0,,Master,299,0,,,22-793-297,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465963402,1465963402,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-194-146,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Cleared and Re-fired: Process using high cpu (72%) WmiPrvSE,2016-06-15-13.03.56.000000,2016-06-15-12.33.56.000000,2016-06-15-12.58.56.000000,2016-06-15-13.03.56.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-194-146,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-13.24.39.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-795-138,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465965236,1465966736,1500
ccc_srvqful_xvaw_std:ccc_rocviof6san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-194-210,ccc_rocviof6san2,161.162.241.186,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk507_Path1:12,2016-06-15-12.42.00.000000,2016-06-15-12.40.59.000000,2016-06-15-12.40.59.000000,2016-06-15-12.42.00.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-194-210,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof6san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-13.02.38.000000,,hdisk507_Path1,0,0,0,,0,,Master,299,0,,,22-795-165,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465965659,1465965659,0
ccc_srvqful_xvaw_std:ccc_rocviof7san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-194-243,ccc_rocviof7san2,161.162.241.196,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk152_Path1:9,2016-06-15-12.46.59.000000,2016-06-15-12.45.59.000000,2016-06-15-12.45.59.000000,2016-06-15-12.46.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-194-243,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-13.07.38.000000,,hdisk152_Path1,0,0,0,,0,,Master,299,0,,,22-795-172,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465965959,1465965959,0
ccc_srvqful_xvaw_std:ccc_rocviof5san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-194-367,ccc_rocviof5san2,161.162.241.184,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk59_Path0:8,2016-06-15-13.02.59.000000,2016-06-15-13.00.59.000000,2016-06-15-13.00.59.000000,2016-06-15-13.02.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-194-367,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof5san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-13.23.39.000000,,hdisk59_Path0,0,0,0,,0,,Master,299,0,,,22-798-706,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465966859,1465966859,0
ccc_srvqful_xvaw_std:ccc_rocviof7san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-195-065,ccc_rocviof7san2,161.162.241.196,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk145_Path1:13,2016-06-17-13.33.59.000000,2016-06-15-14.07.59.000000,2016-06-17-13.32.59.000000,2016-06-17-13.33.59.000000,0,20,489,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-195-065,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-17-13.55.10.000000,,hdisk145_Path1,0,0,0,,0,,Master,299,0,,,22-795-395,,,,,2016-07-25-19.36.58.000000,NETCOL01,ccc,1465970879,1466141579,170700
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-195-225,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (73%) WmiPrvSE,2016-06-15-14.23.56.000000,2016-06-15-14.19.00.000000,2016-06-15-14.19.00.000000,2016-06-15-14.23.56.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-195-225,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-14.44.40.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-795-611,,,,,2016-07-25-19.38.55.000000,NETCOL01,ccc,1465971540,1465971540,0
ccc_srvqful_xvaw_std:ccc_rocviof1san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-195-742,ccc_rocviof1san1,161.162.241.143,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk211_Path1:48,2016-06-15-15.07.59.000000,2016-06-15-15.05.59.000000,2016-06-15-15.05.59.000000,2016-06-15-15.07.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-195-742,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof1san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-15.28.40.000000,,hdisk211_Path1,0,0,0,,0,,Master,299,0,,,22-797-172,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465974359,1465974359,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-196-532,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Cleared and Re-fired: Process using high cpu (70%) WmiPrvSE,2016-06-15-17.18.56.000000,2016-06-15-16.18.56.000000,2016-06-15-17.13.57.000000,2016-06-15-17.18.56.000000,0,20,3,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-196-532,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-17.39.41.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-797-336,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465978736,1465982037,3301
ccc_prccpu_3ntc_std:Primary:ccc_ROC6CPARETA03:NT::ITM_NT_Process                                                                                                                                                                                               ,52-196-810,ccc_ROC6CPARETA03,10.99.2.73,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntc_std,0,Process using high cpu (100%) Prevail8,2016-06-15-22.13.57.000000,2016-06-15-16.43.57.000000,2016-06-15-16.43.57.000000,2016-06-15-22.13.57.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-196-810,4,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-22.34.44.000000,,Prevail8,0,0,0,,0,,Master,299,0,,,22-797-779,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465980237,1465980237,0
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-197-499,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk155_Path2:6,2016-06-15-18.04.59.000000,2016-06-15-18.01.59.000000,2016-06-15-18.03.59.000000,2016-06-15-18.04.59.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-197-499,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-18.25.42.000000,,hdisk155_Path2,0,0,0,,0,,Master,299,0,,,22-796-047,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465984919,1465985039,120
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-197-616,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (71%) WmiPrvSE,2016-06-15-18.18.57.000000,2016-06-15-18.13.57.000000,2016-06-15-18.13.57.000000,2016-06-15-18.18.57.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-197-616,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-18.39.42.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-797-917,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465985637,1465985637,0
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-198-021,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk113_Path0:6,2016-06-15-20.09.59.000000,2016-06-15-18.58.59.000000,2016-06-15-19.43.59.000000,2016-06-15-20.09.59.000000,0,20,4,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-021,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-20.30.43.000000,,hdisk113_Path0,0,0,0,,0,,Master,299,0,,,22-799-592,,,,,2016-07-25-19.42.51.000000,NETCOL01,ccc,1465988339,1465991039,2700
ccc_srvqful_xvaw_std:ccc_rocviof4net1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-198-064,ccc_rocviof4net1,161.162.241.176,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk0_Path0:14,2016-06-15-19.02.59.000000,2016-06-15-19.01.59.000000,2016-06-15-19.01.59.000000,2016-06-15-19.02.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-064,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof4net1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-19.23.42.000000,,hdisk0_Path0,0,0,0,,0,,Master,299,0,,,22-797-978,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465988519,1465988519,0
ccc_cpu_xvac_std:ccc_rocviof4san1:VA::ITM_KVA_CPU_SUMMARY                                                                                                                                                                                                      ,52-198-073,ccc_rocviof4san1,161.162.241.178,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_CPU_SUMMARY,ccc_cpu_xvac_std,0,High CPU. Only 1% cpu idle.,2016-06-15-19.03.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.03.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-073,4,AIX,ComputerSystem,ccc,,0,Percent cpu idle,,rocviof4san1.scaletccs.com,0,,CPU,,,,12,0,,ClearingEvent,,2016-06-15-19.24.43.000000,,CPU IDLE,0,0,0,,0,,Master,299,0,,,22-796-172,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465988579,1465988579,0
ccc_cpu_xvac_std:ccc_rocviof4san2:VA::ITM_KVA_CPU_SUMMARY                                                                                                                                                                                                      ,52-198-072,ccc_rocviof4san2,161.162.241.179,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_CPU_SUMMARY,ccc_cpu_xvac_std,0,High CPU. Only 1% cpu idle.,2016-06-15-19.03.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.03.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-072,4,AIX,ComputerSystem,ccc,,0,Percent cpu idle,,rocviof4san2.scaletccs.com,0,,CPU,,,,12,0,,ClearingEvent,,2016-06-15-19.24.43.000000,,CPU IDLE,0,0,0,,0,,Master,299,0,,,22-799-619,,,,,2016-07-25-19.42.51.000000,NETCOL01,ccc,1465988579,1465988579,0
ccc_srvqful_xvaw_std:ccc_rocviof1san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-198-071,ccc_rocviof1san1,161.162.241.143,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk0_Path0:10,2016-06-15-19.03.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.02.59.000000,2016-06-15-19.03.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-071,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof1san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-19.24.43.000000,,hdisk0_Path0,0,0,0,,0,,Master,299,0,,,22-799-620,,,,,2016-07-25-19.42.51.000000,NETCOL01,ccc,1465988579,1465988579,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-198-264,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (70%) WmiPrvSE,2016-06-15-19.33.56.000000,2016-06-15-19.23.56.000000,2016-06-15-19.23.56.000000,2016-06-15-19.33.56.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-264,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-15-19.54.43.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-798-025,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465989836,1465989836,0
ccc_dsp_3ntc_std:ccc_rocsapgui01:NT:C::ITM_NT_Logical_Disk                                                                                                                                                                                                     ,52-198-580,ccc_rocsapgui01,161.162.242.33,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Logical_Disk,ccc_dsp_3ntc_std,0,High space used (95%) for C:,2016-06-15-19.58.59.000000,2016-06-15-19.56.59.000000,2016-06-15-19.56.59.000000,2016-06-15-19.58.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-580,4,Windows,ComputerSystem,ccc,,0,Percent space used,,,0,,FileSystem,,,,12,0,,ClearingEvent,,2016-06-15-20.19.43.000000,,C:,0,0,0,,0,,Master,299,0,,,22-796-242,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465991819,1465991819,0
ccc_memuspc_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_PHYSICAL_MEMORY                                                                                                                                                                                              ,52-198-592,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_PHYSICAL_MEMORY,ccc_memuspc_xvaw_std,0,High phisical memory used Percent: 90%,2016-06-15-20.05.59.000000,2016-06-15-19.57.59.000000,2016-06-15-19.57.59.000000,2016-06-15-20.05.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-592,2,AIX,ComputerSystem,ccc,,0,Used Memory Pct,,rocviof7san1.scaletccs.com,0,,Memory,,,,12,0,,ClearingEvent,,2016-06-15-20.26.43.000000,,Memory,0,0,0,,0,,Master,299,0,,,22-799-708,,,,,2016-07-25-19.44.48.000000,NETCOL01,ccc,1465991879,1465991879,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-198-630,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk976_Path1:20,2016-06-15-20.04.59.000000,2016-06-15-20.00.59.000000,2016-06-15-20.00.59.000000,2016-06-15-20.04.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-630,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-20.25.43.000000,,hdisk976_Path1,0,0,0,,0,,Master,299,0,,,22-798-093,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465992059,1465992059,0
ccc_srvqful_xvaw_std:ccc_rocviof1san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-198-645,ccc_rocviof1san1,161.162.241.143,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk155_Path1:24,2016-06-15-20.09.59.000000,2016-06-15-20.01.59.000000,2016-06-15-20.08.59.000000,2016-06-15-20.09.59.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-645,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof1san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-15-20.30.43.000000,,hdisk155_Path1,0,0,0,,0,,Master,299,0,,,22-796-273,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465992119,1465992539,420
ccc_cpu_xvac_std:ccc_rocviof4san2:VA::ITM_KVA_CPU_SUMMARY                                                                                                                                                                                                      ,52-198-661,ccc_rocviof4san2,161.162.241.179,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_CPU_SUMMARY,ccc_cpu_xvac_std,0,High CPU. Only 1% cpu idle.,2016-06-15-20.03.59.000000,2016-06-15-20.02.59.000000,2016-06-15-20.02.59.000000,2016-06-15-20.03.59.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-198-661,4,AIX,ComputerSystem,ccc,,0,Percent cpu idle,,rocviof4san2.scaletccs.com,0,,CPU,,,,12,0,,ClearingEvent,,2016-06-15-20.24.43.000000,,CPU IDLE,0,0,0,,0,,Master,299,0,,,22-796-276,,,,,2016-07-25-19.40.50.000000,NETCOL01,ccc,1465992179,1465992179,0
