IDENTIFIER,SERIAL,NODE,NODEALIAS,MANAGER,AGENT,ALERTGROUP,ALERTKEY,SEVERITY,SUMMARY,STATECHANGE,FIRSTOCCURRENCE,LASTOCCURRENCE,LASTMODIFIED,POLL,TYPE,TALLY,CLASS,GRADE,LOCATION,OWNERUID,OWNERGID,ACKNOWLEDGED,FLASH,EVENTID,EXPIRETIME,PROCESSREQ,SUPPRESSESCL,CUSTOMER,SERVICE,TASKLIST,SERVERNAME,SERVERSERIAL,ORIGINALSEVERITY,COMPONENT,COMPONENTTYPE,CUSTOMERCODE,HWTYPE,IBMMANAGED,INSTANCESITUATION,OSTYPE,RESOURCEID,RESOURCETYPE,RESOURCEUSAGE,SUBCOMPONENT,SUPPORTORG,TICKETGROUP,ZHNOTIFYGROUP,ZPROCESSSTATE,ZTICKETSEVERITY,ACKEDBY,CLEAREDBY,OPERATORMESSAGE,DELETEDAT,TICKETNUMBER,INSTANCEID,ZHNOTIFYSTATE,ZBNOTIFYSTATE,ZGENERICACTIONSTATE,ZGENERICACTIONRESULTS,ZTICKETSTATE,CONSOLE,ZDCONSOLETYPE,D_CLIENT_ID,DURATION,GACDW_UID,CHIP_ID,UID,HOSTNAME,FQHN,IP_ADDRESS,AMTICKET,LASTMODIFIEDTIME,TOOL_SOURCE,TOOL_CUSTOMERCODE,FIRSTOCCURRENCE_UTC,LASTOCCURRENCE_UTC,DURATION
ccc_svc_3ntc_std:ccc_ROC6CPIDMV02:NT:MSSQLFDLauncher:ITM_NT_Services                                                                                                                                                                                           ,52-030-185,ccc_ROC6CPIDMV02,161.162.242.29,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Services,ccc_svc_3ntc_std,0,Service in alert state. Name MSSQLFDLauncher- state: Stopped,2016-06-04-01.04.24.000000,2016-06-04-00.59.24.000000,2016-06-04-00.59.24.000000,2016-06-04-01.04.24.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-185,4,Windows,OperatingSystem,ccc,,0,Service status,,roc6cpidmv02.ko.scaletccs.com,0,,Service,,,,12,0,,ClearingEvent,,2016-06-04-01.25.37.000000,,MSSQLFDLauncher,0,0,0,,0,,Master,299,0,,,22-677-353,,,,,2016-07-25-17.44.22.000000,NETCOL01,ccc,1464973164,1464973164,0
ccc_svc_3ntc_std:ccc_ROC6CPIDMV02:NT:MsDtsServer100:ITM_NT_Services                                                                                                                                                                                            ,52-030-184,ccc_ROC6CPIDMV02,161.162.242.29,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Services,ccc_svc_3ntc_std,0,Service in alert state. Name MsDtsServer100- state: Stopped,2016-06-04-01.04.24.000000,2016-06-04-00.59.24.000000,2016-06-04-00.59.24.000000,2016-06-04-01.04.24.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-184,4,Windows,OperatingSystem,ccc,,0,Service status,,roc6cpidmv02.ko.scaletccs.com,0,,Service,,,,12,0,,ClearingEvent,,2016-06-04-01.25.37.000000,,MsDtsServer100,0,0,0,,0,,Master,299,0,,,22-682-168,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464973164,1464973164,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-030-226,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk535_Path7:6,2016-06-04-01.06.25.000000,2016-06-04-01.04.25.000000,2016-06-04-01.04.25.000000,2016-06-04-01.06.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-226,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-01.27.37.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-679-207,,,,,2016-07-25-17.44.22.000000,NETCOL01,ccc,1464973465,1464973465,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-030-306,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Process using high cpu (71%) WmiPrvSE,2016-06-04-01.19.23.000000,2016-06-04-01.14.23.000000,2016-06-04-01.14.23.000000,2016-06-04-01.19.23.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-306,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-04-01.40.37.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-682-183,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464974063,1464974063,0
ccc_adskprc_xvac_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-030-307,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_adskprc_xvac_std,0,High disk percent busy:hdisk304_Path3:95.3%,2016-06-04-01.16.25.000000,2016-06-04-01.14.25.000000,2016-06-04-01.14.25.000000,2016-06-04-01.16.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-307,4,AIX,ComputerSystem,ccc,,0,Percent disk active,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-01.37.37.000000,,hdisk304_Path3,0,0,0,,0,,Master,299,0,,,22-677-392,,,,,2016-07-25-17.44.22.000000,NETCOL01,ccc,1464974065,1464974065,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-030-513,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk535_Path7:9,2016-06-04-01.36.25.000000,2016-06-04-01.34.25.000000,2016-06-04-01.34.25.000000,2016-06-04-01.36.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-513,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-01.57.37.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-679-258,,,,,2016-07-25-17.44.22.000000,NETCOL01,ccc,1464975265,1464975265,0
ccc_adskprc_xvac_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-030-693,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_adskprc_xvac_std,0,Cleared and Re-fired: High disk percent busy:hdisk304_Path3:96.3%,2016-06-04-03.04.25.000000,2016-06-04-01.56.25.000000,2016-06-04-02.54.25.000000,2016-06-04-03.04.25.000000,0,20,3,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-693,4,AIX,ComputerSystem,ccc,,0,Percent disk active,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.25.38.000000,,hdisk304_Path0,0,0,0,,0,,Master,299,0,,,22-682-263,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464976585,1464980065,3480
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-030-763,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk535_Path7:8,2016-06-04-02.36.26.000000,2016-06-04-02.04.25.000000,2016-06-04-02.34.25.000000,2016-06-04-02.36.26.000000,0,20,3,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-763,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-02.57.38.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-680-465,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464977065,1464978865,1800
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-030-804,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Cleared and Re-fired: Process using high cpu (73%) WmiPrvSE,2016-06-04-02.39.23.000000,2016-06-04-02.09.23.000000,2016-06-04-02.34.23.000000,2016-06-04-02.39.23.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-030-804,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-04-03.00.38.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-679-329,,,,,2016-07-25-17.44.22.000000,NETCOL01,ccc,1464977363,1464978863,1500
ccc_tra_xuxw_std:ccc_pcyix100:KUX::ITM_System                                                                                                                                                                                                                  ,52-031-020,ccc_pcyix100,161.162.244.37,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_System,ccc_tra_xuxw_std,0,System is thrashing.  PageIn: 558  PageOut: 1175,2016-06-04-02.33.23.000000,2016-06-04-02.32.23.000000,2016-06-04-02.32.23.000000,2016-06-04-02.33.23.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-020,2,UNIX,OperatingSystem,ccc,,0,15 Minute Average PageIn/PageOut,,,0,,Performance,,,,12,0,,ClearingEvent,,2016-06-04-02.54.38.000000,,Paging,0,0,0,,0,,Master,299,0,,,22-680-499,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464978743,1464978743,0
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-112,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk569_Path1:6,2016-06-04-03.04.25.000000,2016-06-04-02.46.25.000000,2016-06-04-03.03.25.000000,2016-06-04-03.04.25.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-112,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.25.38.000000,,hdisk118_Path2,0,0,0,,0,,Master,299,0,,,22-680-532,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464979585,1464980605,1020
ccc_adskprc_xvac_std:ccc_rocviof7san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-132,ccc_rocviof7san2,161.162.241.196,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_adskprc_xvac_std,0,High disk percent busy:hdisk414_Path0:95.2%,2016-06-04-02.52.25.000000,2016-06-04-02.50.25.000000,2016-06-04-02.50.25.000000,2016-06-04-02.52.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-132,4,AIX,ComputerSystem,ccc,,0,Percent disk active,,rocviof7san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.13.38.000000,,hdisk414_Path0,0,0,0,,0,,Master,299,0,,,22-679-457,,,,,2016-07-25-17.46.30.000000,NETCOL01,ccc,1464979825,1464979825,0
ccc_srvqful_xvaw_std:ccc_rocviof6san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-196,ccc_rocviof6san1,161.162.241.185,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk0_Path0:19,2016-06-04-02.58.25.000000,2016-06-04-02.57.25.000000,2016-06-04-02.57.25.000000,2016-06-04-02.58.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-196,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof6san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.19.38.000000,,hdisk0_Path0,0,0,0,,0,,Master,299,0,,,22-679-471,,,,,2016-07-25-17.46.30.000000,NETCOL01,ccc,1464980245,1464980245,0
ccc_cpu_xvac_std:ccc_rocviof4san2:VA::ITM_KVA_CPU_SUMMARY                                                                                                                                                                                                      ,52-031-247,ccc_rocviof4san2,161.162.241.179,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_CPU_SUMMARY,ccc_cpu_xvac_std,0,High CPU. Only 2% cpu idle.,2016-06-04-03.03.26.000000,2016-06-04-03.02.26.000000,2016-06-04-03.02.26.000000,2016-06-04-03.03.26.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-247,4,AIX,ComputerSystem,ccc,,0,Percent cpu idle,,rocviof4san2.scaletccs.com,0,,CPU,,,,12,0,,ClearingEvent,,2016-06-04-03.24.38.000000,,CPU IDLE,0,0,0,,0,,Master,299,0,,,22-680-567,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464980546,1464980546,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-031-262,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk535_Path7:9,2016-06-04-03.06.25.000000,2016-06-04-03.04.25.000000,2016-06-04-03.04.25.000000,2016-06-04-03.06.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-262,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.27.38.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-679-500,,,,,2016-07-25-17.46.30.000000,NETCOL01,ccc,1464980665,1464980665,0
ccc_srvqful_xvaw_std:ccc_rocviof6san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-263,ccc_rocviof6san2,161.162.241.186,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk0_Path0:16,2016-06-04-03.05.25.000000,2016-06-04-03.04.25.000000,2016-06-04-03.04.25.000000,2016-06-04-03.05.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-263,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof6san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.26.38.000000,,hdisk0_Path0,0,0,0,,0,,Master,299,0,,,22-680-570,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464980665,1464980665,0
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-494,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk118_Path2:6,2016-06-04-04.38.26.000000,2016-06-04-03.33.25.000000,2016-06-04-04.37.25.000000,2016-06-04-04.38.26.000000,0,20,8,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-494,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-04.59.39.000000,,hdisk564_Path1,0,0,0,,0,,Master,299,0,,,22-679-703,,,,,2016-07-25-17.46.30.000000,NETCOL01,ccc,1464982405,1464986245,3840
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-031-498,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk535_Path7:9,2016-06-04-03.36.29.000000,2016-06-04-03.34.25.000000,2016-06-04-03.34.25.000000,2016-06-04-03.36.29.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-498,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-03.57.39.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-680-651,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464982465,1464982465,0
ccc_srvqful_xvaw_std:ccc_rocviof7san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-541,ccc_rocviof7san2,161.162.241.196,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk568_Path1:6,2016-06-04-03.40.25.000000,2016-06-04-03.39.25.000000,2016-06-04-03.39.25.000000,2016-06-04-03.40.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-541,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-04.01.39.000000,,hdisk568_Path1,0,0,0,,0,,Master,299,0,,,22-679-731,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464982765,1464982765,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-031-668,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Cleared and Re-fired: Process using high cpu (71%) WmiPrvSE,2016-06-04-04.49.23.000000,2016-06-04-03.54.23.000000,2016-06-04-04.39.23.000000,2016-06-04-04.49.23.000000,0,20,3,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-668,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-04-05.10.39.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-680-691,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464983663,1464986363,2700
ccc_srvqful_xvaw_std:ccc_rocviof7san2:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-031-719,ccc_rocviof7san2,161.162.241.196,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk152_Path1:9,2016-06-04-04.02.25.000000,2016-06-04-04.01.25.000000,2016-06-04-04.01.25.000000,2016-06-04-04.02.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-719,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san2.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-04.23.39.000000,,hdisk152_Path1,0,0,0,,0,,Master,299,0,,,22-679-779,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464984085,1464984085,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-031-747,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,High rate disk service queue becomes full. hdisk535_Path7:9,2016-06-04-04.06.25.000000,2016-06-04-04.04.25.000000,2016-06-04-04.04.25.000000,2016-06-04-04.06.25.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-747,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-04.27.39.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-680-702,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464984265,1464984265,0
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-031-983,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk535_Path7:10,2016-06-04-05.06.25.000000,2016-06-04-04.34.25.000000,2016-06-04-05.04.25.000000,2016-06-04-05.06.25.000000,0,20,3,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-031-983,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-05.27.40.000000,,hdisk535_Path7,0,0,0,,0,,Master,299,0,,,22-679-853,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464986065,1464987865,1800
ccc_srvqful_xvaw_std:ccc_rocviof7san1:VA::ITM_KVA_DISKS                                                                                                                                                                                                        ,52-032-197,ccc_rocviof7san1,161.162.241.195,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk118_Path2:22,2016-06-08-02.23.27.000000,2016-06-04-05.01.25.000000,2016-06-08-02.22.27.000000,2016-06-08-02.23.27.000000,0,20,454,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-032-197,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,rocviof7san1.scaletccs.com,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-08-02.44.43.000000,,hdisk118_Path2,0,0,0,,0,,Master,299,0,,,22-679-900,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464987685,1465323747,336062
ccc_fss_xuxf_std:ccc_pcaix100:KUX:/tmp:ITM_Disk                                                                                                                                                                                                                ,52-032-216,ccc_pcaix100,161.162.244.32,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_Disk,ccc_fss_xuxf_std,0,High space used (96%) for /tmp,2016-06-04-05.13.58.000000,2016-06-04-05.03.58.000000,2016-06-04-05.03.58.000000,2016-06-04-05.13.58.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-032-216,5,UNIX,ComputerSystem,ccc,,0,Percent space used,,,0,,FileSystem,,,,12,0,,ClearingEvent,,2016-06-04-05.34.40.000000,,/tmp,0,0,0,,0,,Master,299,0,,,22-681-742,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464987838,1464987838,0
ccc_fss_xuxc_std:ccc_pcaix100:KUX:/tmp:ITM_Disk                                                                                                                                                                                                                ,52-032-217,ccc_pcaix100,161.162.244.32,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_Disk,ccc_fss_xuxc_std,0,High space used (96%) for /tmp,2016-06-04-05.13.58.000000,2016-06-04-05.03.58.000000,2016-06-04-05.03.58.000000,2016-06-04-05.13.58.000000,0,20,1,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-032-217,4,UNIX,ComputerSystem,ccc,,0,Percent space used,,,0,,FileSystem,,,,12,0,,ClearingEvent,,2016-06-04-05.34.40.000000,,/tmp,0,0,0,,0,,Master,299,0,,,22-682-671,,,,,2016-07-25-17.48.44.000000,NETCOL01,ccc,1464987838,1464987838,0
ccc_prccpu_3ntw_std:ROC4CQWSUS01:NT::ITM_NT_Process                                                                                                                                                                                                            ,52-032-319,ccc_roc4cqwsus01,161.162.243.67,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_NT_Process,ccc_prccpu_3ntw_std,0,Cleared and Re-fired: Process using high cpu (73%) WmiPrvSE,2016-06-04-05.39.23.000000,2016-06-04-05.14.23.000000,2016-06-04-05.34.23.000000,2016-06-04-05.39.23.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-032-319,2,Windows,OperatingSystem,ccc,,0,Percent CPU Utilization,,,0,,Process,,,,12,0,,ClearingEvent,,2016-06-04-06.00.40.000000,,WmiPrvSE,0,0,0,,0,,Master,299,0,,,22-370-610,,,,,2016-07-25-13.23.59.000000,NETCOL01,ccc,1464988463,1464989663,1200
ccc_srvqful_xvaw_std:ccc_rocviof9p1:VA::ITM_KVA_DISKS                                                                                                                                                                                                          ,52-032-478,ccc_rocviof9p1,161.162.241.219,EIF Probe on usrd0no1p0allxa,EIF Probe on usrd0no1p0allxa,ITM_KVA_DISKS,ccc_srvqful_xvaw_std,0,Cleared and Re-fired: High rate disk service queue becomes full. hdisk1158_Path1:65,2016-06-04-05.48.25.000000,2016-06-04-05.34.25.000000,2016-06-04-05.42.25.000000,2016-06-04-05.48.25.000000,0,20,2,6-601,1,,65-534,0,0,0,,0,0,0,Coca-Cola Company,,0,USRD0P0ALLP,52-032-478,2,AIX,ComputerSystem,ccc,,0,Disk service queue full,,,0,,Disk,,,,12,0,,ClearingEvent,,2016-06-04-06.09.40.000000,,hdisk1158_Path1,0,0,0,,0,,Master,299,0,,,22-406-379,,,,,2016-07-25-13.45.52.000000,NETCOL01,ccc,1464989665,1464990145,480
